unit_code,unit_name,storm_id,pcpout_mm_v1_2,rain_geotiff_mm_v1_6,diff_mm,rel_diff_pct
AG01,Barbuda,sample_0001,958.8,961.61,2.81,0.29
AG01,Barbuda,sample_0002,0.0,0.15,0.15,
AG01,Barbuda,sample_0003,0.0,0.59,0.59,
AG01,Barbuda,sample_0004,0.3,1.12,0.82,270.47
AG01,Barbuda,sample_0005,0.58,2.09,1.52,263.26
AG01,Barbuda,sample_0006,0.0,1.46,1.46,
AG01,Barbuda,sample_0007,1.06,3.26,2.2,207.23
AG01,Barbuda,sample_0008,4.49,6.65,2.16,47.97
AG01,Barbuda,sample_0009,14.93,17.7,2.77,18.54
AG01,Barbuda,sample_0010,9.96,11.72,1.76,17.7
AG01,Barbuda,sample_0011,11.24,13.4,2.16,19.19
AG01,Barbuda,sample_0012,0.0,0.14,0.14,
AG01,Barbuda,sample_0013,0.0,2.49,2.49,
AG01,Barbuda,sample_0014,13.8,15.85,2.05,14.84
AG01,Barbuda,sample_0015,27.26,30.03,2.77,10.15
AG01,Barbuda,sample_0016,0.0,0.35,0.35,
AG01,Barbuda,sample_0017,12.0,15.62,3.61,30.11
AG01,Barbuda,sample_0018,35.42,41.87,6.45,18.2
AG01,Barbuda,sample_0019,27.26,30.43,3.16,11.6
AG01,Barbuda,sample_0020,35.59,38.15,2.56,7.2
AG01,Barbuda,sample_0021,31.06,35.8,4.75,15.29
AG01,Barbuda,sample_0022,34.4,38.74,4.34,12.62
AG01,Barbuda,sample_0023,0.0,0.0,0.0,
AG01,Barbuda,sample_0024,32.95,37.62,4.67,14.16
AG01,Barbuda,sample_0025,58.5,62.36,3.86,6.6
AG01,Barbuda,sample_0026,3.95,5.65,1.71,43.24
AG01,Barbuda,sample_0027,58.08,61.22,3.14,5.4
AG01,Barbuda,sample_0028,52.97,60.63,7.67,14.48
AG01,Barbuda,sample_0029,4.93,9.65,4.72,95.63
AG01,Barbuda,sample_0030,98.93,104.48,5.55,5.61
AG01,Barbuda,sample_0031,114.75,119.91,5.16,4.5
AG01,Barbuda,sample_0032,96.9,102.06,5.16,5.32
AG01,Barbuda,sample_0033,92.13,96.05,3.92,4.26
AG01,Barbuda,sample_0034,91.2,96.47,5.27,5.77
AG01,Barbuda,sample_0035,105.58,108.52,2.94,2.79
AG01,Barbuda,sample_0036,95.08,100.72,5.64,5.94
AG01,Barbuda,sample_0037,96.56,101.67,5.1,5.29
AG01,Barbuda,sample_0038,21.07,23.46,2.39,11.36
AG01,Barbuda,sample_0039,117.22,119.38,2.16,1.84
AG01,Barbuda,sample_0040,95.28,103.62,8.34,8.75
AG01,Barbuda,sample_0041,99.99,109.52,9.52,9.52
AG01,Barbuda,sample_0042,101.72,107.27,5.56,5.46
AG01,Barbuda,sample_0043,146.0,154.59,8.59,5.89
AG01,Barbuda,sample_0044,150.41,152.19,1.78,1.18
AG01,Barbuda,sample_0045,122.65,125.5,2.85,2.32
AG01,Barbuda,sample_0046,149.55,155.88,6.33,4.23
AG01,Barbuda,sample_0047,132.87,133.87,1.0,0.75
AG01,Barbuda,sample_0048,129.05,133.57,4.53,3.51
AG01,Barbuda,sample_0049,144.3,145.89,1.6,1.11
AG01,Barbuda,sample_0050,137.79,140.69,2.89,2.1
AG01,Barbuda,sample_0051,167.36,190.31,22.95,13.71
AG01,Barbuda,sample_0052,178.16,184.25,6.1,3.42
AG01,Barbuda,sample_0053,145.28,148.98,3.7,2.54
AG01,Barbuda,sample_0054,132.11,142.97,10.86,8.22
AG01,Barbuda,sample_0055,158.76,164.84,6.08,3.83
AG01,Barbuda,sample_0056,11.19,13.45,2.26,20.23
AG01,Barbuda,sample_0057,225.0,228.82,3.82,1.7
AG01,Barbuda,sample_0058,173.63,181.9,8.27,4.76
AG01,Barbuda,sample_0059,205.66,207.81,2.15,1.04
AG01,Barbuda,sample_0060,162.4,165.81,3.41,2.1
AG01,Barbuda,sample_0061,197.73,204.88,7.14,3.61
AG01,Barbuda,sample_0062,174.86,179.14,4.28,2.45
AG01,Barbuda,sample_0063,120.72,124.93,4.21,3.49
AG01,Barbuda,sample_0064,11.53,15.53,4.0,34.74
AG01,Barbuda,sample_0065,248.25,263.38,15.13,6.1
AG01,Barbuda,sample_0066,195.03,200.21,5.17,2.65
AG01,Barbuda,sample_0067,166.27,169.13,2.86,1.72
AG01,Barbuda,sample_0068,191.99,195.21,3.22,1.68
AG01,Barbuda,sample_0069,192.41,199.9,7.48,3.89
AG01,Barbuda,sample_0070,160.54,161.77,1.23,0.77
AG01,Barbuda,sample_0071,231.41,236.09,4.68,2.02
AG01,Barbuda,sample_0072,214.87,216.72,1.85,0.86
AG01,Barbuda,sample_0073,186.71,195.03,8.32,4.45
AG01,Barbuda,sample_0074,208.37,213.59,5.22,2.51
AG01,Barbuda,sample_0075,212.89,216.23,3.33,1.57
AG01,Barbuda,sample_0076,191.35,196.34,4.99,2.61
AG01,Barbuda,sample_0077,242.52,244.82,2.3,0.95
AG01,Barbuda,sample_0078,197.3,203.26,5.96,3.02
AG01,Barbuda,sample_0079,253.35,258.74,5.38,2.13
AG01,Barbuda,sample_0080,224.43,238.23,13.8,6.15
AG01,Barbuda,sample_0081,215.63,221.13,5.5,2.55
AG01,Barbuda,sample_0082,201.86,208.59,6.72,3.33
AG01,Barbuda,sample_0083,267.37,269.76,2.39,0.89
AG01,Barbuda,sample_0084,239.5,245.33,5.83,2.44
AG01,Barbuda,sample_0085,295.13,298.6,3.47,1.18
AG01,Barbuda,sample_0086,130.06,136.96,6.89,5.3
AG01,Barbuda,sample_0087,222.29,226.75,4.46,2.01
AG01,Barbuda,sample_0088,200.12,206.09,5.96,2.98
AG01,Barbuda,sample_0089,241.39,248.49,7.1,2.94
AG01,Barbuda,sample_0090,258.16,263.58,5.42,2.1
AG01,Barbuda,sample_0091,238.76,244.05,5.29,2.21
AG01,Barbuda,sample_0092,250.35,261.73,11.38,4.55
AG01,Barbuda,sample_0093,240.76,250.05,9.29,3.86
AG01,Barbuda,sample_0094,4.21,5.77,1.56,37.09
AG01,Barbuda,sample_0095,289.86,295.67,5.8,2.0
AG01,Barbuda,sample_0096,290.95,298.72,7.77,2.67
AG01,Barbuda,sample_0097,231.54,236.71,5.17,2.23
AG01,Barbuda,sample_0098,304.35,311.18,6.84,2.25
AG01,Barbuda,sample_0099,225.24,238.18,12.94,5.75
AG01,Barbuda,sample_0100,280.77,282.1,1.32,0.47
AG01,Barbuda,sample_0101,294.07,301.22,7.15,2.43
AG01,Barbuda,sample_0102,255.3,265.09,9.79,3.83
AG01,Barbuda,sample_0103,306.59,310.95,4.37,1.42
AG01,Barbuda,sample_0104,296.31,302.64,6.33,2.14
AG01,Barbuda,sample_0105,302.19,305.46,3.27,1.08
AG01,Barbuda,sample_0106,264.89,272.25,7.36,2.78
AG01,Barbuda,sample_0107,401.11,401.92,0.81,0.2
AG01,Barbuda,sample_0108,314.88,321.54,6.66,2.11
AG01,Barbuda,sample_0109,141.44,149.69,8.25,5.83
AG01,Barbuda,sample_0110,306.63,315.36,8.72,2.84
AG01,Barbuda,sample_0111,331.33,331.32,-0.01,-0.0
AG01,Barbuda,sample_0112,350.06,355.34,5.28,1.51
AG01,Barbuda,sample_0113,314.99,318.25,3.26,1.03
AG01,Barbuda,sample_0114,324.03,332.38,8.35,2.58
AG01,Barbuda,sample_0115,297.84,302.19,4.34,1.46
AG01,Barbuda,sample_0116,337.32,343.89,6.57,1.95
AG01,Barbuda,sample_0117,304.06,304.49,0.42,0.14
AG01,Barbuda,sample_0118,340.91,346.92,6.0,1.76
AG01,Barbuda,sample_0119,299.32,307.0,7.67,2.56
AG01,Barbuda,sample_0120,424.82,427.01,2.19,0.52
AG01,Barbuda,sample_0121,315.9,324.87,8.97,2.84
AG01,Barbuda,sample_0122,333.38,341.5,8.12,2.44
AG01,Barbuda,sample_0123,404.03,409.26,5.22,1.29
AG01,Barbuda,sample_0124,335.59,339.68,4.09,1.22
AG01,Barbuda,sample_0125,340.22,340.41,0.2,0.06
AG01,Barbuda,sample_0126,400.76,404.5,3.74,0.93
AG01,Barbuda,sample_0127,389.74,396.82,7.09,1.82
AG01,Barbuda,sample_0128,395.04,398.54,3.5,0.89
AG01,Barbuda,sample_0129,350.83,357.78,6.95,1.98
AG01,Barbuda,sample_0130,418.36,420.8,2.44,0.58
AG01,Barbuda,sample_0131,352.96,358.44,5.47,1.55
AG01,Barbuda,sample_0132,376.03,381.81,5.78,1.54
AG01,Barbuda,sample_0133,328.55,338.09,9.54,2.9
AG01,Barbuda,sample_0134,338.67,348.9,10.23,3.02
AG01,Barbuda,sample_0135,333.42,338.78,5.36,1.61
AG01,Barbuda,sample_0136,432.62,438.04,5.42,1.25
AG01,Barbuda,sample_0137,167.45,169.25,1.8,1.08
AG01,Barbuda,sample_0138,428.0,432.26,4.26,1.0
AG01,Barbuda,sample_0139,289.35,294.26,4.91,1.7
AG01,Barbuda,sample_0140,384.35,387.77,3.42,0.89
AG01,Barbuda,sample_0141,391.33,397.34,6.01,1.54
AG01,Barbuda,sample_0142,392.4,398.32,5.92,1.51
AG01,Barbuda,sample_0143,399.72,405.77,6.05,1.51
AG01,Barbuda,sample_0144,448.04,450.93,2.89,0.64
AG01,Barbuda,sample_0145,294.24,300.54,6.29,2.14
AG01,Barbuda,sample_0146,413.25,416.81,3.56,0.86
AG01,Barbuda,sample_0147,326.9,329.63,2.73,0.84
AG01,Barbuda,sample_0148,390.94,396.46,5.52,1.41
AG01,Barbuda,sample_0149,429.49,424.39,-5.1,-1.19
AG01,Barbuda,sample_0150,409.29,417.65,8.36,2.04
AG01,Barbuda,sample_0151,440.32,443.49,3.17,0.72
AG01,Barbuda,sample_0152,415.33,420.6,5.26,1.27
AG01,Barbuda,sample_0153,434.0,435.41,1.41,0.32
AG01,Barbuda,sample_0154,438.91,445.62,6.7,1.53
AG01,Barbuda,sample_0155,433.86,441.75,7.89,1.82
AG01,Barbuda,sample_0156,366.25,367.18,0.93,0.25
AG01,Barbuda,sample_0157,434.68,439.98,5.3,1.22
AG01,Barbuda,sample_0158,398.78,403.89,5.12,1.28
AG01,Barbuda,sample_0159,447.64,446.51,-1.13,-0.25
AG01,Barbuda,sample_0160,448.24,452.95,4.71,1.05
AG01,Barbuda,sample_0161,501.73,504.49,2.75,0.55
AG01,Barbuda,sample_0162,483.35,488.77,5.43,1.12
AG01,Barbuda,sample_0163,525.29,531.47,6.18,1.18
AG01,Barbuda,sample_0164,445.49,450.43,4.94,1.11
AG01,Barbuda,sample_0165,491.73,490.68,-1.05,-0.21
AG01,Barbuda,sample_0166,497.41,496.22,-1.19,-0.24
AG01,Barbuda,sample_0167,489.1,490.94,1.84,0.38
AG01,Barbuda,sample_0168,489.1,490.94,1.84,0.38
AG01,Barbuda,sample_0169,470.34,471.55,1.21,0.26
AG01,Barbuda,sample_0170,498.69,497.67,-1.03,-0.21
AG01,Barbuda,sample_0171,447.4,448.31,0.91,0.2
AG01,Barbuda,sample_0172,489.72,492.0,2.28,0.47
AG01,Barbuda,sample_0173,573.48,576.93,3.45,0.6
AG01,Barbuda,sample_0174,513.69,513.05,-0.63,-0.12
AG01,Barbuda,sample_0175,456.36,462.03,5.67,1.24
AG01,Barbuda,sample_0176,506.45,511.38,4.93,0.97
AG01,Barbuda,sample_0177,485.74,489.21,3.48,0.72
AG01,Barbuda,sample_0178,511.68,512.38,0.7,0.14
AG01,Barbuda,sample_0179,646.19,648.91,2.72,0.42
AG01,Barbuda,sample_0180,662.86,665.98,3.11,0.47
AG01,Barbuda,sample_0181,571.56,574.32,2.77,0.48
AG01,Barbuda,sample_0182,612.11,616.36,4.25,0.69
AG01,Barbuda,sample_0183,595.97,599.16,3.19,0.54
AG01,Barbuda,sample_0184,576.66,580.41,3.75,0.65
AG01,Barbuda,sample_0185,558.67,564.45,5.78,1.04
AG01,Barbuda,sample_0186,600.67,604.54,3.87,0.65
AG01,Barbuda,sample_0187,609.14,611.51,2.37,0.39
AG01,Barbuda,sample_0188,645.61,648.78,3.17,0.49
AG01,Barbuda,sample_0189,624.79,623.97,-0.82,-0.13
AG01,Barbuda,sample_0190,537.59,542.47,4.88,0.91
AG01,Barbuda,sample_0191,597.55,602.77,5.22,0.87
AG01,Barbuda,sample_0192,687.35,688.74,1.4,0.2
AG01,Barbuda,sample_0193,515.82,517.38,1.56,0.3
AG01,Barbuda,sample_0194,868.55,869.5,0.95,0.11
AG01,Barbuda,sample_0195,741.94,747.34,5.4,0.73
AG01,Barbuda,sample_0196,884.5,889.49,4.99,0.56
AG01,Barbuda,sample_0197,886.06,885.53,-0.53,-0.06
AG01,Barbuda,sample_0198,987.47,989.86,2.39,0.24
AG01,Barbuda,sample_0199,918.33,920.27,1.94,0.21
AG01,Barbuda,sample_0200,957.04,957.4,0.36,0.04
AG03,Saint George,sample_0001,1023.45,1027.76,4.32,0.42
AG03,Saint George,sample_0002,0.0,0.1,0.1,
AG03,Saint George,sample_0003,0.0,0.0,0.0,
AG03,Saint George,sample_0004,0.0,0.39,0.39,
AG03,Saint George,sample_0005,0.0,1.55,1.55,
AG03,Saint George,sample_0006,0.0,0.56,0.56,
AG03,Saint George,sample_0007,0.01,2.53,2.52,32367.87
AG03,Saint George,sample_0008,3.87,6.26,2.39,61.68
AG03,Saint George,sample_0009,0.0,1.79,1.79,
AG03,Saint George,sample_0010,0.82,3.38,2.55,310.85
AG03,Saint George,sample_0011,0.0,0.25,0.25,
AG03,Saint George,sample_0012,2.0,4.77,2.76,137.86
AG03,Saint George,sample_0013,1.96,7.03,5.07,258.57
AG03,Saint George,sample_0014,12.86,18.64,5.77,44.88
AG03,Saint George,sample_0015,21.44,28.08,6.65,31.0
AG03,Saint George,sample_0016,4.06,5.45,1.39,34.17
AG03,Saint George,sample_0017,4.17,6.81,2.64,63.42
AG03,Saint George,sample_0018,15.85,20.43,4.58,28.86
AG03,Saint George,sample_0019,15.52,20.43,4.91,31.62
AG03,Saint George,sample_0020,5.86,10.97,5.12,87.39
AG03,Saint George,sample_0021,0.0,0.26,0.26,
AG03,Saint George,sample_0022,0.0,0.4,0.4,
AG03,Saint George,sample_0023,0.0,2.72,2.72,
AG03,Saint George,sample_0024,0.0,2.09,2.09,
AG03,Saint George,sample_0025,60.22,63.92,3.7,6.15
AG03,Saint George,sample_0026,63.69,67.36,3.67,5.77
AG03,Saint George,sample_0027,30.58,31.74,1.17,3.81
AG03,Saint George,sample_0028,33.12,39.06,5.94,17.95
AG03,Saint George,sample_0029,2.33,4.22,1.89,81.2
AG03,Saint George,sample_0030,2.96,3.22,0.26,8.87
AG03,Saint George,sample_0031,18.13,22.23,4.1,22.62
AG03,Saint George,sample_0032,0.0,0.58,0.58,
AG03,Saint George,sample_0033,0.01,1.19,1.18,15157.84
AG03,Saint George,sample_0034,0.81,4.72,3.91,481.89
AG03,Saint George,sample_0035,96.67,100.09,3.41,3.53
AG03,Saint George,sample_0036,126.27,127.85,1.58,1.25
AG03,Saint George,sample_0037,0.0,0.16,0.16,
AG03,Saint George,sample_0038,81.64,86.18,4.54,5.56
AG03,Saint George,sample_0039,131.29,136.5,5.21,3.96
AG03,Saint George,sample_0040,50.34,56.57,6.23,12.38
AG03,Saint George,sample_0041,0.0,0.67,0.67,
AG03,Saint George,sample_0042,153.95,154.15,0.2,0.13
AG03,Saint George,sample_0043,152.85,161.04,8.19,5.36
AG03,Saint George,sample_0044,82.69,92.93,10.24,12.38
AG03,Saint George,sample_0045,154.09,157.52,3.43,2.23
AG03,Saint George,sample_0046,0.0,0.17,0.17,
AG03,Saint George,sample_0047,111.48,121.52,10.04,9.0
AG03,Saint George,sample_0048,64.53,68.05,3.52,5.46
AG03,Saint George,sample_0049,106.47,115.84,9.37,8.8
AG03,Saint George,sample_0050,110.82,119.91,9.09,8.21
AG03,Saint George,sample_0051,128.78,132.99,4.21,3.27
AG03,Saint George,sample_0052,109.91,116.95,7.04,6.41
AG03,Saint George,sample_0053,119.21,130.11,10.9,9.14
AG03,Saint George,sample_0054,130.63,135.83,5.2,3.98
AG03,Saint George,sample_0055,141.24,148.91,7.66,5.42
AG03,Saint George,sample_0056,94.25,101.11,6.86,7.27
AG03,Saint George,sample_0057,142.03,143.85,1.82,1.28
AG03,Saint George,sample_0058,93.45,105.15,11.7,12.52
AG03,Saint George,sample_0059,129.94,134.48,4.54,3.5
AG03,Saint George,sample_0060,98.82,104.42,5.6,5.67
AG03,Saint George,sample_0061,121.9,126.24,4.34,3.56
AG03,Saint George,sample_0062,113.13,119.16,6.03,5.33
AG03,Saint George,sample_0063,113.67,119.29,5.62,4.95
AG03,Saint George,sample_0064,3.84,6.62,2.78,72.19
AG03,Saint George,sample_0065,171.46,179.16,7.71,4.49
AG03,Saint George,sample_0066,127.15,133.43,6.28,4.94
AG03,Saint George,sample_0067,181.09,183.45,2.36,1.3
AG03,Saint George,sample_0068,102.06,108.63,6.57,6.44
AG03,Saint George,sample_0069,171.8,179.45,7.65,4.45
AG03,Saint George,sample_0070,154.39,161.35,6.96,4.51
AG03,Saint George,sample_0071,195.02,190.52,-4.5,-2.31
AG03,Saint George,sample_0072,0.16,1.15,0.99,639.19
AG03,Saint George,sample_0073,182.26,196.79,14.52,7.97
AG03,Saint George,sample_0074,183.69,185.06,1.37,0.74
AG03,Saint George,sample_0075,272.79,283.38,10.59,3.88
AG03,Saint George,sample_0076,230.26,242.9,12.65,5.49
AG03,Saint George,sample_0077,242.16,245.4,3.24,1.34
AG03,Saint George,sample_0078,233.51,233.54,0.03,0.01
AG03,Saint George,sample_0079,126.97,134.25,7.28,5.73
AG03,Saint George,sample_0080,257.28,258.49,1.21,0.47
AG03,Saint George,sample_0081,149.85,150.56,0.71,0.48
AG03,Saint George,sample_0082,316.92,320.99,4.07,1.29
AG03,Saint George,sample_0083,191.76,201.16,9.4,4.9
AG03,Saint George,sample_0084,291.59,293.41,1.82,0.62
AG03,Saint George,sample_0085,277.74,288.31,10.57,3.81
AG03,Saint George,sample_0086,164.07,178.23,14.16,8.63
AG03,Saint George,sample_0087,224.56,226.92,2.36,1.05
AG03,Saint George,sample_0088,231.6,244.68,13.09,5.65
AG03,Saint George,sample_0089,244.15,248.35,4.2,1.72
AG03,Saint George,sample_0090,228.55,231.14,2.59,1.13
AG03,Saint George,sample_0091,258.87,267.59,8.72,3.37
AG03,Saint George,sample_0092,287.28,299.59,12.31,4.28
AG03,Saint George,sample_0093,273.08,278.86,5.77,2.11
AG03,Saint George,sample_0094,162.21,162.03,-0.18,-0.11
AG03,Saint George,sample_0095,295.24,300.31,5.08,1.72
AG03,Saint George,sample_0096,178.51,185.55,7.04,3.94
AG03,Saint George,sample_0097,342.2,345.26,3.06,0.89
AG03,Saint George,sample_0098,181.47,185.51,4.04,2.23
AG03,Saint George,sample_0099,213.76,218.64,4.88,2.28
AG03,Saint George,sample_0100,193.63,202.14,8.51,4.4
AG03,Saint George,sample_0101,206.63,212.94,6.31,3.05
AG03,Saint George,sample_0102,327.45,328.46,1.01,0.31
AG03,Saint George,sample_0103,252.69,264.88,12.19,4.83
AG03,Saint George,sample_0104,281.75,283.05,1.29,0.46
AG03,Saint George,sample_0105,0.0,1.74,1.74,
AG03,Saint George,sample_0106,170.61,182.08,11.47,6.72
AG03,Saint George,sample_0107,280.07,287.09,7.02,2.51
AG03,Saint George,sample_0108,145.09,148.81,3.72,2.56
AG03,Saint George,sample_0109,225.21,235.69,10.48,4.65
AG03,Saint George,sample_0110,147.83,148.83,1.0,0.68
AG03,Saint George,sample_0111,339.28,343.53,4.25,1.25
AG03,Saint George,sample_0112,267.16,271.91,4.75,1.78
AG03,Saint George,sample_0113,253.44,264.35,10.91,4.31
AG03,Saint George,sample_0114,263.81,274.2,10.39,3.94
AG03,Saint George,sample_0115,300.68,309.13,8.45,2.81
AG03,Saint George,sample_0116,209.86,214.91,5.05,2.41
AG03,Saint George,sample_0117,412.98,413.07,0.08,0.02
AG03,Saint George,sample_0118,246.24,257.6,11.36,4.61
AG03,Saint George,sample_0119,314.03,329.11,15.07,4.8
AG03,Saint George,sample_0120,348.41,357.76,9.35,2.68
AG03,Saint George,sample_0121,280.8,290.02,9.23,3.29
AG03,Saint George,sample_0122,451.44,451.24,-0.2,-0.04
AG03,Saint George,sample_0123,407.94,411.88,3.94,0.97
AG03,Saint George,sample_0124,363.23,367.52,4.29,1.18
AG03,Saint George,sample_0125,143.44,150.72,7.27,5.07
AG03,Saint George,sample_0126,301.27,312.12,10.85,3.6
AG03,Saint George,sample_0127,329.37,335.22,5.84,1.77
AG03,Saint George,sample_0128,320.15,324.91,4.77,1.49
AG03,Saint George,sample_0129,261.13,263.78,2.65,1.01
AG03,Saint George,sample_0130,457.49,459.71,2.22,0.49
AG03,Saint George,sample_0131,358.15,361.39,3.25,0.91
AG03,Saint George,sample_0132,411.49,414.61,3.12,0.76
AG03,Saint George,sample_0133,309.57,317.29,7.73,2.5
AG03,Saint George,sample_0134,286.07,284.62,-1.45,-0.51
AG03,Saint George,sample_0135,361.98,371.21,9.24,2.55
AG03,Saint George,sample_0136,281.73,289.42,7.69,2.73
AG03,Saint George,sample_0137,338.45,346.9,8.46,2.5
AG03,Saint George,sample_0138,374.18,381.36,7.18,1.92
AG03,Saint George,sample_0139,316.2,316.56,0.36,0.11
AG03,Saint George,sample_0140,349.76,355.78,6.03,1.72
AG03,Saint George,sample_0141,354.53,365.05,10.52,2.97
AG03,Saint George,sample_0142,366.42,383.42,17.0,4.64
AG03,Saint George,sample_0143,309.87,316.29,6.42,2.07
AG03,Saint George,sample_0144,366.97,372.38,5.41,1.47
AG03,Saint George,sample_0145,484.14,482.85,-1.29,-0.27
AG03,Saint George,sample_0146,255.76,260.87,5.11,2.0
AG03,Saint George,sample_0147,250.14,256.75,6.61,2.64
AG03,Saint George,sample_0148,332.97,333.51,0.53,0.16
AG03,Saint George,sample_0149,309.65,315.23,5.58,1.8
AG03,Saint George,sample_0150,358.17,361.5,3.33,0.93
AG03,Saint George,sample_0151,370.55,379.6,9.05,2.44
AG03,Saint George,sample_0152,345.24,352.52,7.28,2.11
AG03,Saint George,sample_0153,534.1,538.52,4.42,0.83
AG03,Saint George,sample_0154,435.8,445.04,9.24,2.12
AG03,Saint George,sample_0155,474.11,476.92,2.81,0.59
AG03,Saint George,sample_0156,329.38,332.82,3.44,1.04
AG03,Saint George,sample_0157,410.12,415.5,5.38,1.31
AG03,Saint George,sample_0158,446.01,449.67,3.66,0.82
AG03,Saint George,sample_0159,282.55,283.17,0.62,0.22
AG03,Saint George,sample_0160,543.08,542.18,-0.9,-0.16
AG03,Saint George,sample_0161,469.2,475.1,5.89,1.26
AG03,Saint George,sample_0162,446.51,451.45,4.94,1.11
AG03,Saint George,sample_0163,453.89,452.43,-1.46,-0.32
AG03,Saint George,sample_0164,480.96,485.36,4.4,0.92
AG03,Saint George,sample_0165,543.81,543.47,-0.34,-0.06
AG03,Saint George,sample_0166,533.26,533.27,0.01,0.0
AG03,Saint George,sample_0167,410.63,410.85,0.22,0.05
AG03,Saint George,sample_0168,472.01,477.66,5.65,1.2
AG03,Saint George,sample_0169,408.08,410.71,2.63,0.65
AG03,Saint George,sample_0170,492.32,499.44,7.13,1.45
AG03,Saint George,sample_0171,505.97,509.95,3.98,0.79
AG03,Saint George,sample_0172,616.58,621.31,4.73,0.77
AG03,Saint George,sample_0173,422.31,427.3,5.0,1.18
AG03,Saint George,sample_0174,519.56,529.89,10.33,1.99
AG03,Saint George,sample_0175,549.37,557.73,8.37,1.52
AG03,Saint George,sample_0176,527.4,532.73,5.33,1.01
AG03,Saint George,sample_0177,617.64,621.97,4.33,0.7
AG03,Saint George,sample_0178,688.3,695.59,7.29,1.06
AG03,Saint George,sample_0179,504.69,506.48,1.79,0.35
AG03,Saint George,sample_0180,621.88,625.13,3.25,0.52
AG03,Saint George,sample_0181,438.23,444.02,5.78,1.32
AG03,Saint George,sample_0182,794.45,796.46,2.01,0.25
AG03,Saint George,sample_0183,491.9,499.77,7.87,1.6
AG03,Saint George,sample_0184,614.23,616.06,1.83,0.3
AG03,Saint George,sample_0185,625.94,633.42,7.48,1.2
AG03,Saint George,sample_0186,834.75,840.27,5.53,0.66
AG03,Saint George,sample_0187,465.53,465.57,0.03,0.01
AG03,Saint George,sample_0188,532.65,537.84,5.19,0.97
AG03,Saint George,sample_0189,558.73,565.42,6.7,1.2
AG03,Saint George,sample_0190,491.9,491.73,-0.16,-0.03
AG03,Saint George,sample_0191,555.94,555.93,-0.01,-0.0
AG03,Saint George,sample_0192,614.59,617.35,2.76,0.45
AG03,Saint George,sample_0193,755.49,756.06,0.57,0.07
AG03,Saint George,sample_0194,606.05,605.29,-0.76,-0.13
AG03,Saint George,sample_0195,973.41,975.92,2.51,0.26
AG03,Saint George,sample_0196,1049.63,1056.89,7.26,0.69
AG03,Saint George,sample_0197,846.37,848.3,1.93,0.23
AG03,Saint George,sample_0198,909.42,911.64,2.22,0.24
AG03,Saint George,sample_0199,1117.95,1118.42,0.47,0.04
AG03,Saint George,sample_0200,1042.25,1044.45,2.21,0.21
AG04,Saint John's,sample_0001,1071.45,1071.78,0.32,0.03
AG04,Saint John's,sample_0002,0.0,0.14,0.14,
AG04,Saint John's,sample_0003,0.0,0.01,0.01,
AG04,Saint John's,sample_0004,0.0,0.35,0.35,
AG04,Saint John's,sample_0005,0.0,1.42,1.42,
AG04,Saint John's,sample_0006,0.03,0.77,0.74,2801.36
AG04,Saint John's,sample_0007,0.02,1.98,1.97,12243.81
AG04,Saint John's,sample_0008,2.43,4.23,1.79,73.72
AG04,Saint John's,sample_0009,5.69,7.81,2.13,37.4
AG04,Saint John's,sample_0010,0.37,3.38,3.01,811.24
AG04,Saint John's,sample_0011,0.0,0.41,0.41,
AG04,Saint John's,sample_0012,2.53,5.54,3.01,119.01
AG04,Saint John's,sample_0013,1.81,6.53,4.72,261.03
AG04,Saint John's,sample_0014,22.77,26.39,3.62,15.9
AG04,Saint John's,sample_0015,20.23,23.69,3.46,17.11
AG04,Saint John's,sample_0016,4.06,6.2,2.15,52.92
AG04,Saint John's,sample_0017,7.84,9.97,2.13,27.2
AG04,Saint John's,sample_0018,23.48,28.08,4.6,19.59
AG04,Saint John's,sample_0019,16.05,21.07,5.02,31.27
AG04,Saint John's,sample_0020,18.02,21.78,3.76,20.87
AG04,Saint John's,sample_0021,0.05,0.56,0.51,1062.92
AG04,Saint John's,sample_0022,0.0,0.41,0.41,
AG04,Saint John's,sample_0023,1.13,4.14,3.01,267.41
AG04,Saint John's,sample_0024,2.01,4.05,2.05,102.08
AG04,Saint John's,sample_0025,74.69,77.95,3.26,4.36
AG04,Saint John's,sample_0026,42.92,46.56,3.63,8.47
AG04,Saint John's,sample_0027,32.78,35.8,3.02,9.22
AG04,Saint John's,sample_0028,48.76,54.35,5.59,11.47
AG04,Saint John's,sample_0029,2.69,4.84,2.14,79.5
AG04,Saint John's,sample_0030,7.8,8.85,1.06,13.57
AG04,Saint John's,sample_0031,13.94,16.68,2.74,19.66
AG04,Saint John's,sample_0032,0.0,0.71,0.71,
AG04,Saint John's,sample_0033,0.32,1.38,1.06,334.13
AG04,Saint John's,sample_0034,2.96,5.0,2.04,68.83
AG04,Saint John's,sample_0035,121.22,124.64,3.42,2.82
AG04,Saint John's,sample_0036,117.37,121.26,3.89,3.32
AG04,Saint John's,sample_0037,0.0,0.49,0.49,
AG04,Saint John's,sample_0038,58.83,63.28,4.46,7.58
AG04,Saint John's,sample_0039,140.45,151.34,10.89,7.75
AG04,Saint John's,sample_0040,80.21,86.57,6.36,7.93
AG04,Saint John's,sample_0041,0.08,0.69,0.6,714.41
AG04,Saint John's,sample_0042,141.85,144.05,2.21,1.56
AG04,Saint John's,sample_0043,134.83,138.28,3.45,2.56
