unit_code,unit_name,storm_id,pcpout_mm_v1_2,rain_geotiff_mm_v1_6,diff_mm,rel_diff_pct
AG07,Saint Peter,sample_0061,82.13,84.26,2.13,2.59
AG07,Saint Peter,sample_0062,110.46,119.14,8.68,7.85
AG07,Saint Peter,sample_0063,110.89,117.67,6.78,6.11
AG07,Saint Peter,sample_0064,3.77,4.91,1.15,30.44
AG07,Saint Peter,sample_0065,220.77,225.59,4.83,2.19
AG07,Saint Peter,sample_0066,144.31,148.94,4.64,3.21
AG07,Saint Peter,sample_0067,197.58,199.12,1.54,0.78
AG07,Saint Peter,sample_0068,102.89,105.77,2.88,2.8
AG07,Saint Peter,sample_0069,201.94,206.1,4.15,2.06
AG07,Saint Peter,sample_0070,173.47,177.05,3.59,2.07
AG07,Saint Peter,sample_0071,164.34,163.03,-1.31,-0.8
AG07,Saint Peter,sample_0072,1.61,2.86,1.25,77.91
AG07,Saint Peter,sample_0073,146.3,161.7,15.4,10.52
AG07,Saint Peter,sample_0074,226.82,230.93,4.11,1.81
AG07,Saint Peter,sample_0075,200.19,209.32,9.13,4.56
AG07,Saint Peter,sample_0076,217.05,227.51,10.46,4.82
AG07,Saint Peter,sample_0077,234.68,238.24,3.56,1.52
AG07,Saint Peter,sample_0078,238.93,241.43,2.49,1.04
AG07,Saint Peter,sample_0079,148.88,152.58,3.7,2.48
AG07,Saint Peter,sample_0080,256.19,257.67,1.48,0.58
AG07,Saint Peter,sample_0081,187.29,190.01,2.72,1.45
AG07,Saint Peter,sample_0082,263.04,268.77,5.74,2.18
AG07,Saint Peter,sample_0083,187.66,192.84,5.18,2.76
AG07,Saint Peter,sample_0084,296.61,301.69,5.09,1.72
AG07,Saint Peter,sample_0085,212.68,217.26,4.58,2.15
AG07,Saint Peter,sample_0086,166.72,174.9,8.18,4.9
AG07,Saint Peter,sample_0087,226.56,230.56,4.0,1.76
AG07,Saint Peter,sample_0088,242.84,253.76,10.92,4.5
AG07,Saint Peter,sample_0089,224.94,230.59,5.64,2.51
AG07,Saint Peter,sample_0090,252.62,257.12,4.5,1.78
AG07,Saint Peter,sample_0091,228.2,234.49,6.29,2.76
AG07,Saint Peter,sample_0092,272.43,281.87,9.44,3.46
AG07,Saint Peter,sample_0093,269.7,271.37,1.67,0.62
AG07,Saint Peter,sample_0094,161.74,164.27,2.53,1.57
AG07,Saint Peter,sample_0095,249.75,255.81,6.06,2.43
AG07,Saint Peter,sample_0096,160.18,166.6,6.43,4.01
AG07,Saint Peter,sample_0097,352.77,358.05,5.27,1.5
AG07,Saint Peter,sample_0098,223.03,224.57,1.54,0.69
AG07,Saint Peter,sample_0099,220.33,224.47,4.15,1.88
AG07,Saint Peter,sample_0100,211.11,220.38,9.27,4.39
AG07,Saint Peter,sample_0101,192.43,200.52,8.09,4.21
AG07,Saint Peter,sample_0102,281.54,283.95,2.4,0.85
AG07,Saint Peter,sample_0103,271.31,282.41,11.1,4.09
AG07,Saint Peter,sample_0104,252.74,253.82,1.09,0.43
AG07,Saint Peter,sample_0105,0.0,1.31,1.31,
AG07,Saint Peter,sample_0106,161.88,170.35,8.48,5.24
AG07,Saint Peter,sample_0107,251.49,254.01,2.52,1.0
AG07,Saint Peter,sample_0108,114.45,120.27,5.82,5.09
AG07,Saint Peter,sample_0109,229.36,239.65,10.29,4.49
AG07,Saint Peter,sample_0110,136.07,140.76,4.68,3.44
AG07,Saint Peter,sample_0111,304.37,310.92,6.54,2.15
AG07,Saint Peter,sample_0112,302.07,304.26,2.19,0.73
AG07,Saint Peter,sample_0113,212.83,219.48,6.65,3.12
AG07,Saint Peter,sample_0114,268.6,276.08,7.49,2.79
AG07,Saint Peter,sample_0115,267.87,281.01,13.14,4.9
AG07,Saint Peter,sample_0116,227.54,237.18,9.64,4.24
AG07,Saint Peter,sample_0117,348.74,352.83,4.09,1.17
AG07,Saint Peter,sample_0118,287.28,295.08,7.8,2.72
AG07,Saint Peter,sample_0119,338.39,343.59,5.2,1.54
AG07,Saint Peter,sample_0120,331.4,341.21,9.8,2.96
AG07,Saint Peter,sample_0121,269.57,278.45,8.89,3.3
AG07,Saint Peter,sample_0122,491.84,496.02,4.19,0.85
AG07,Saint Peter,sample_0123,402.71,405.91,3.2,0.8
AG07,Saint Peter,sample_0124,458.4,459.32,0.92,0.2
AG07,Saint Peter,sample_0125,142.48,146.4,3.92,2.75
AG07,Saint Peter,sample_0126,319.64,325.05,5.4,1.69
AG07,Saint Peter,sample_0127,328.61,331.41,2.8,0.85
AG07,Saint Peter,sample_0128,307.06,310.24,3.19,1.04
AG07,Saint Peter,sample_0129,289.27,294.59,5.32,1.84
AG07,Saint Peter,sample_0130,464.49,465.94,1.45,0.31
AG07,Saint Peter,sample_0131,337.85,345.12,7.28,2.15
AG07,Saint Peter,sample_0132,478.1,479.35,1.25,0.26
AG07,Saint Peter,sample_0133,336.81,339.82,3.01,0.89
AG07,Saint Peter,sample_0134,303.3,299.97,-3.33,-1.1
AG07,Saint Peter,sample_0135,305.93,309.62,3.69,1.21
AG07,Saint Peter,sample_0136,279.98,292.03,12.05,4.3
AG07,Saint Peter,sample_0137,294.92,299.69,4.77,1.62
AG07,Saint Peter,sample_0138,361.25,368.33,7.08,1.96
AG07,Saint Peter,sample_0139,302.31,306.52,4.21,1.39
AG07,Saint Peter,sample_0140,374.25,376.92,2.67,0.71
AG07,Saint Peter,sample_0141,351.95,365.96,14.02,3.98
AG07,Saint Peter,sample_0142,372.3,375.7,3.4,0.91
AG07,Saint Peter,sample_0143,332.75,337.86,5.11,1.54
AG07,Saint Peter,sample_0144,379.88,381.69,1.81,0.48
AG07,Saint Peter,sample_0145,436.54,438.66,2.12,0.49
AG07,Saint Peter,sample_0146,383.26,386.56,3.3,0.86
AG07,Saint Peter,sample_0147,295.93,297.35,1.42,0.48
AG07,Saint Peter,sample_0148,433.49,439.69,6.2,1.43
AG07,Saint Peter,sample_0149,267.47,275.63,8.17,3.05
AG07,Saint Peter,sample_0150,386.21,384.39,-1.81,-0.47
AG07,Saint Peter,sample_0151,342.88,352.02,9.14,2.67
AG07,Saint Peter,sample_0152,330.47,340.17,9.7,2.94
AG07,Saint Peter,sample_0153,486.27,488.1,1.83,0.38
AG07,Saint Peter,sample_0154,398.39,405.91,7.51,1.89
AG07,Saint Peter,sample_0155,537.77,538.27,0.5,0.09
AG07,Saint Peter,sample_0156,371.47,376.92,5.45,1.47
AG07,Saint Peter,sample_0157,351.66,361.9,10.24,2.91
AG07,Saint Peter,sample_0158,500.73,503.96,3.23,0.64
AG07,Saint Peter,sample_0159,393.77,398.43,4.66,1.18
AG07,Saint Peter,sample_0160,549.0,553.07,4.07,0.74
AG07,Saint Peter,sample_0161,441.22,447.04,5.82,1.32
AG07,Saint Peter,sample_0162,432.87,438.81,5.93,1.37
AG07,Saint Peter,sample_0163,386.62,385.87,-0.75,-0.19
AG07,Saint Peter,sample_0164,636.24,642.38,6.15,0.97
AG07,Saint Peter,sample_0165,463.98,467.37,3.39,0.73
AG07,Saint Peter,sample_0166,513.24,512.11,-1.13,-0.22
AG07,Saint Peter,sample_0167,416.22,417.73,1.5,0.36
AG07,Saint Peter,sample_0168,529.6,529.29,-0.31,-0.06
AG07,Saint Peter,sample_0169,422.83,426.93,4.09,0.97
AG07,Saint Peter,sample_0170,573.76,577.01,3.26,0.57
AG07,Saint Peter,sample_0171,430.09,433.49,3.4,0.79
AG07,Saint Peter,sample_0172,498.5,498.75,0.26,0.05
AG07,Saint Peter,sample_0173,371.28,378.55,7.27,1.96
AG07,Saint Peter,sample_0174,558.81,560.41,1.6,0.29
AG07,Saint Peter,sample_0175,583.83,586.05,2.22,0.38
AG07,Saint Peter,sample_0176,624.77,635.32,10.55,1.69
AG07,Saint Peter,sample_0177,574.08,579.96,5.88,1.02
AG07,Saint Peter,sample_0178,630.02,630.94,0.91,0.15
AG07,Saint Peter,sample_0179,522.61,525.76,3.16,0.6
AG07,Saint Peter,sample_0180,626.51,629.98,3.47,0.55
AG07,Saint Peter,sample_0181,452.08,461.86,9.78,2.16
AG07,Saint Peter,sample_0182,725.73,733.05,7.33,1.01
AG07,Saint Peter,sample_0183,492.23,490.01,-2.22,-0.45
AG07,Saint Peter,sample_0184,590.02,596.3,6.28,1.06
AG07,Saint Peter,sample_0185,553.02,559.68,6.66,1.2
AG07,Saint Peter,sample_0186,725.92,729.81,3.89,0.54
AG07,Saint Peter,sample_0187,482.72,483.48,0.76,0.16
AG07,Saint Peter,sample_0188,646.69,651.6,4.91,0.76
AG07,Saint Peter,sample_0189,591.07,597.61,6.53,1.11
AG07,Saint Peter,sample_0190,542.06,547.57,5.51,1.02
AG07,Saint Peter,sample_0191,523.93,527.37,3.44,0.66
AG07,Saint Peter,sample_0192,661.75,664.31,2.56,0.39
AG07,Saint Peter,sample_0193,691.77,692.9,1.12,0.16
AG07,Saint Peter,sample_0194,692.28,692.48,0.2,0.03
AG07,Saint Peter,sample_0195,1013.21,1016.8,3.58,0.35
AG07,Saint Peter,sample_0196,1026.97,1030.76,3.78,0.37
AG07,Saint Peter,sample_0197,913.58,914.55,0.98,0.11
AG07,Saint Peter,sample_0198,915.99,916.23,0.24,0.03
AG07,Saint Peter,sample_0199,1032.39,1038.67,6.29,0.61
AG07,Saint Peter,sample_0200,1081.29,1080.48,-0.81,-0.08
AG08,Saint Philip,sample_0001,911.48,913.09,1.61,0.18
AG08,Saint Philip,sample_0002,0.0,0.03,0.03,
AG08,Saint Philip,sample_0003,0.0,0.0,0.0,
AG08,Saint Philip,sample_0004,0.0,0.4,0.4,
AG08,Saint Philip,sample_0005,0.0,1.19,1.19,
AG08,Saint Philip,sample_0006,0.0,0.18,0.18,
AG08,Saint Philip,sample_0007,0.0,2.29,2.29,
AG08,Saint Philip,sample_0008,0.0,2.24,2.24,
AG08,Saint Philip,sample_0009,0.0,1.39,1.39,
AG08,Saint Philip,sample_0010,2.83,5.31,2.48,87.68
AG08,Saint Philip,sample_0011,0.0,0.4,0.4,
AG08,Saint Philip,sample_0012,14.48,15.24,0.76,5.24
AG08,Saint Philip,sample_0013,1.4,5.57,4.17,297.98
AG08,Saint Philip,sample_0014,2.26,7.08,4.81,212.52
AG08,Saint Philip,sample_0015,17.19,23.86,6.67,38.79
AG08,Saint Philip,sample_0016,12.58,15.16,2.58,20.53
AG08,Saint Philip,sample_0017,2.62,5.88,3.27,124.87
AG08,Saint Philip,sample_0018,29.09,33.28,4.19,14.41
AG08,Saint Philip,sample_0019,9.87,12.89,3.03,30.67
AG08,Saint Philip,sample_0020,17.59,21.07,3.48,19.77
AG08,Saint Philip,sample_0021,0.0,0.5,0.5,
AG08,Saint Philip,sample_0022,0.0,0.57,0.57,
AG08,Saint Philip,sample_0023,0.0,1.73,1.73,
AG08,Saint Philip,sample_0024,0.0,1.82,1.82,
AG08,Saint Philip,sample_0025,27.07,30.6,3.53,13.05
AG08,Saint Philip,sample_0026,33.37,36.16,2.8,8.38
AG08,Saint Philip,sample_0027,61.64,69.41,7.78,12.62
AG08,Saint Philip,sample_0028,25.49,34.08,8.59,33.72
AG08,Saint Philip,sample_0029,27.06,29.13,2.08,7.67
AG08,Saint Philip,sample_0030,8.65,11.89,3.24,37.46
AG08,Saint Philip,sample_0031,18.25,21.91,3.66,20.02
AG08,Saint Philip,sample_0032,0.0,0.8,0.8,
AG08,Saint Philip,sample_0033,0.0,0.83,0.83,
AG08,Saint Philip,sample_0034,2.7,4.71,2.02,74.66
AG08,Saint Philip,sample_0035,46.72,50.0,3.27,7.0
AG08,Saint Philip,sample_0036,109.8,113.19,3.4,3.09
AG08,Saint Philip,sample_0037,1.61,1.21,-0.4,-24.7
AG08,Saint Philip,sample_0038,115.1,117.77,2.66,2.31
AG08,Saint Philip,sample_0039,76.71,86.42,9.71,12.66
AG08,Saint Philip,sample_0040,102.25,105.7,3.45,3.38
AG08,Saint Philip,sample_0041,1.86,1.61,-0.26,-13.87
AG08,Saint Philip,sample_0042,98.66,99.98,1.31,1.33
AG08,Saint Philip,sample_0043,80.8,84.29,3.49,4.32
AG08,Saint Philip,sample_0044,109.49,120.57,11.09,10.13
AG08,Saint Philip,sample_0045,85.86,89.45,3.58,4.17
AG08,Saint Philip,sample_0046,0.0,0.38,0.38,
AG08,Saint Philip,sample_0047,124.71,130.71,6.0,4.81
AG08,Saint Philip,sample_0048,67.63,71.69,4.06,6.0
AG08,Saint Philip,sample_0049,104.19,114.14,9.95,9.55
AG08,Saint Philip,sample_0050,72.83,75.49,2.66,3.65
AG08,Saint Philip,sample_0051,239.12,244.45,5.33,2.23
AG08,Saint Philip,sample_0052,86.09,102.34,16.26,18.89
AG08,Saint Philip,sample_0053,140.72,148.1,7.38,5.24
AG08,Saint Philip,sample_0054,95.85,103.74,7.9,8.24
AG08,Saint Philip,sample_0055,104.43,111.35,6.92,6.62
AG08,Saint Philip,sample_0056,177.98,181.6,3.62,2.03
AG08,Saint Philip,sample_0057,151.65,157.47,5.83,3.84
AG08,Saint Philip,sample_0058,87.76,90.78,3.02,3.44
AG08,Saint Philip,sample_0059,82.55,93.37,10.83,13.11
AG08,Saint Philip,sample_0060,98.6,105.16,6.56,6.65
AG08,Saint Philip,sample_0061,97.71,98.92,1.21,1.23
AG08,Saint Philip,sample_0062,122.47,129.73,7.26,5.92
AG08,Saint Philip,sample_0063,131.32,131.12,-0.2,-0.15
AG08,Saint Philip,sample_0064,4.68,5.7,1.02,21.77
AG08,Saint Philip,sample_0065,194.98,202.03,7.05,3.62
AG08,Saint Philip,sample_0066,149.33,156.21,6.88,4.61
AG08,Saint Philip,sample_0067,163.41,167.06,3.65,2.24
AG08,Saint Philip,sample_0068,101.61,103.93,2.32,2.28
AG08,Saint Philip,sample_0069,205.47,207.42,1.95,0.95
AG08,Saint Philip,sample_0070,167.51,171.88,4.37,2.61
AG08,Saint Philip,sample_0071,139.02,139.07,0.05,0.03
AG08,Saint Philip,sample_0072,0.36,2.34,1.98,552.21
AG08,Saint Philip,sample_0073,151.4,159.11,7.71,5.1
AG08,Saint Philip,sample_0074,204.26,209.66,5.4,2.64
AG08,Saint Philip,sample_0075,170.33,180.34,10.01,5.88
AG08,Saint Philip,sample_0076,226.78,231.35,4.57,2.02
AG08,Saint Philip,sample_0077,203.54,206.72,3.18,1.56
AG08,Saint Philip,sample_0078,235.04,238.01,2.97,1.26
AG08,Saint Philip,sample_0079,150.92,156.72,5.8,3.84
AG08,Saint Philip,sample_0080,238.16,238.95,0.8,0.33
AG08,Saint Philip,sample_0081,254.66,255.34,0.68,0.27
AG08,Saint Philip,sample_0082,226.84,233.47,6.63,2.92
AG08,Saint Philip,sample_0083,167.63,171.44,3.81,2.27
AG08,Saint Philip,sample_0084,289.77,294.55,4.78,1.65
AG08,Saint Philip,sample_0085,151.12,159.95,8.84,5.85
AG08,Saint Philip,sample_0086,180.45,188.87,8.41,4.66
AG08,Saint Philip,sample_0087,202.69,208.95,6.26,3.09
AG08,Saint Philip,sample_0088,214.98,219.95,4.97,2.31
AG08,Saint Philip,sample_0089,190.3,200.98,10.67,5.61
AG08,Saint Philip,sample_0090,276.56,281.12,4.55,1.65
AG08,Saint Philip,sample_0091,234.03,236.02,1.99,0.85
AG08,Saint Philip,sample_0092,240.22,249.52,9.3,3.87
AG08,Saint Philip,sample_0093,270.1,272.73,2.64,0.98
AG08,Saint Philip,sample_0094,156.6,161.33,4.73,3.02
AG08,Saint Philip,sample_0095,214.14,218.43,4.29,2.0
AG08,Saint Philip,sample_0096,147.43,150.37,2.93,1.99
AG08,Saint Philip,sample_0097,345.17,346.79,1.62,0.47
AG08,Saint Philip,sample_0098,255.82,259.55,3.73,1.46
AG08,Saint Philip,sample_0099,227.43,229.31,1.89,0.83
AG08,Saint Philip,sample_0100,227.05,234.61,7.56,3.33
AG08,Saint Philip,sample_0101,213.88,217.27,3.39,1.59
AG08,Saint Philip,sample_0102,228.06,236.34,8.28,3.63
AG08,Saint Philip,sample_0103,221.13,236.98,15.85,7.17
AG08,Saint Philip,sample_0104,223.51,224.07,0.56,0.25
AG08,Saint Philip,sample_0105,0.0,1.44,1.44,
AG08,Saint Philip,sample_0106,162.67,170.14,7.47,4.59
AG08,Saint Philip,sample_0107,176.66,184.37,7.71,4.36
AG08,Saint Philip,sample_0108,125.44,133.77,8.33,6.64
AG08,Saint Philip,sample_0109,240.26,252.09,11.83,4.92
AG08,Saint Philip,sample_0110,121.22,128.91,7.69,6.35
AG08,Saint Philip,sample_0111,259.82,264.96,5.14,1.98
AG08,Saint Philip,sample_0112,322.77,326.38,3.61,1.12
AG08,Saint Philip,sample_0113,155.33,161.14,5.82,3.75
AG08,Saint Philip,sample_0114,250.3,255.25,4.95,1.98
AG08,Saint Philip,sample_0115,209.35,221.79,12.45,5.95
AG08,Saint Philip,sample_0116,262.66,268.86,6.2,2.36
AG08,Saint Philip,sample_0117,224.01,234.42,10.42,4.65
AG08,Saint Philip,sample_0118,294.87,299.66,4.79,1.62
AG08,Saint Philip,sample_0119,305.17,311.35,6.18,2.02
AG08,Saint Philip,sample_0120,311.44,326.85,15.42,4.95
AG08,Saint Philip,sample_0121,247.55,252.84,5.28,2.13
AG08,Saint Philip,sample_0122,390.35,396.05,5.7,1.46
AG08,Saint Philip,sample_0123,372.28,376.59,4.31,1.16
AG08,Saint Philip,sample_0124,372.04,377.9,5.86,1.57
AG08,Saint Philip,sample_0125,145.66,157.6,11.93,8.19
AG08,Saint Philip,sample_0126,295.07,303.21,8.15,2.76
AG08,Saint Philip,sample_0127,304.75,305.92,1.17,0.38
AG08,Saint Philip,sample_0128,289.68,296.53,6.86,2.37
AG08,Saint Philip,sample_0129,326.68,335.4,8.71,2.67
AG08,Saint Philip,sample_0130,382.95,385.78,2.83,0.74
AG08,Saint Philip,sample_0131,307.34,309.8,2.46,0.8
AG08,Saint Philip,sample_0132,446.88,448.24,1.37,0.31
AG08,Saint Philip,sample_0133,338.49,342.0,3.51,1.04
AG08,Saint Philip,sample_0134,298.26,301.76,3.5,1.17
AG08,Saint Philip,sample_0135,272.75,277.78,5.04,1.85
AG08,Saint Philip,sample_0136,350.9,361.15,10.25,2.92
AG08,Saint Philip,sample_0137,256.25,260.81,4.55,1.78
AG08,Saint Philip,sample_0138,354.13,359.45,5.31,1.5
AG08,Saint Philip,sample_0139,272.66,282.66,10.0,3.67
AG08,Saint Philip,sample_0140,371.69,377.14,5.46,1.47
AG08,Saint Philip,sample_0141,389.79,395.44,5.66,1.45
AG08,Saint Philip,sample_0142,354.74,357.54,2.8,0.79
AG08,Saint Philip,sample_0143,354.53,359.89,5.36,1.51
AG08,Saint Philip,sample_0144,361.52,368.21,6.68,1.85
AG08,Saint Philip,sample_0145,404.68,410.07,5.38,1.33
AG08,Saint Philip,sample_0146,608.33,612.62,4.29,0.7
AG08,Saint Philip,sample_0147,302.38,304.44,2.06,0.68
AG08,Saint Philip,sample_0148,539.39,535.24,-4.15,-0.77
AG08,Saint Philip,sample_0149,274.52,283.81,9.29,3.38
AG08,Saint Philip,sample_0150,483.11,487.21,4.1,0.85
AG08,Saint Philip,sample_0151,364.21,374.48,10.28,2.82
AG08,Saint Philip,sample_0152,346.91,352.41,5.5,1.58
AG08,Saint Philip,sample_0153,379.83,384.41,4.58,1.21
AG08,Saint Philip,sample_0154,392.89,397.3,4.41,1.12
AG08,Saint Philip,sample_0155,494.96,499.54,4.58,0.93
AG08,Saint Philip,sample_0156,534.82,539.63,4.81,0.9
AG08,Saint Philip,sample_0157,322.31,333.83,11.52,3.57
AG08,Saint Philip,sample_0158,539.12,540.46,1.34,0.25
AG08,Saint Philip,sample_0159,610.97,614.18,3.22,0.53
AG08,Saint Philip,sample_0160,471.88,477.58,5.7,1.21
AG08,Saint Philip,sample_0161,433.13,442.8,9.67,2.23
AG08,Saint Philip,sample_0162,432.82,442.39,9.57,2.21
AG08,Saint Philip,sample_0163,324.22,326.86,2.64,0.82
AG08,Saint Philip,sample_0164,595.9,599.5,3.6,0.6
AG08,Saint Philip,sample_0165,360.9,358.87,-2.02,-0.56
AG08,Saint Philip,sample_0166,505.66,501.7,-3.96,-0.78
AG08,Saint Philip,sample_0167,424.57,425.78,1.21,0.28
AG08,Saint Philip,sample_0168,533.9,535.89,2.0,0.37
AG08,Saint Philip,sample_0169,474.07,478.95,4.88,1.03
AG08,Saint Philip,sample_0170,548.92,547.97,-0.95,-0.17
AG08,Saint Philip,sample_0171,394.02,399.3,5.28,1.34
AG08,Saint Philip,sample_0172,509.54,511.15,1.61,0.32
AG08,Saint Philip,sample_0173,325.42,328.74,3.31,1.02
AG08,Saint Philip,sample_0174,591.76,594.34,2.59,0.44
AG08,Saint Philip,sample_0175,612.91,618.29,5.39,0.88
AG08,Saint Philip,sample_0176,665.47,669.3,3.83,0.58
AG08,Saint Philip,sample_0177,504.83,506.4,1.57,0.31
AG08,Saint Philip,sample_0178,603.2,606.92,3.72,0.62
AG08,Saint Philip,sample_0179,526.69,526.36,-0.33,-0.06
AG08,Saint Philip,sample_0180,574.92,579.68,4.76,0.83
AG08,Saint Philip,sample_0181,429.5,431.77,2.26,0.53
AG08,Saint Philip,sample_0182,620.16,621.53,1.37,0.22
AG08,Saint Philip,sample_0183,488.51,487.68,-0.83,-0.17
AG08,Saint Philip,sample_0184,645.49,653.54,8.05,1.25
AG08,Saint Philip,sample_0185,483.74,485.62,1.88,0.39
AG08,Saint Philip,sample_0186,562.45,565.81,3.36,0.6
AG08,Saint Philip,sample_0187,454.22,457.03,2.81,0.62
AG08,Saint Philip,sample_0188,696.61,701.01,4.4,0.63
AG08,Saint Philip,sample_0189,614.93,619.34,4.4,0.72
AG08,Saint Philip,sample_0190,615.44,615.55,0.12,0.02
AG08,Saint Philip,sample_0191,461.79,465.79,4.0,0.87
AG08,Saint Philip,sample_0192,712.77,711.71,-1.06,-0.15
AG08,Saint Philip,sample_0193,567.63,565.55,-2.08,-0.37
AG08,Saint Philip,sample_0194,708.58,707.95,-0.63,-0.09
AG08,Saint Philip,sample_0195,1024.16,1024.85,0.69,0.07
AG08,Saint Philip,sample_0196,920.58,922.5,1.92,0.21
AG08,Saint Philip,sample_0197,939.05,939.15,0.1,0.01
AG08,Saint Philip,sample_0198,902.16,903.16,1.0,0.11
AG08,Saint Philip,sample_0199,893.51,896.47,2.95,0.33
AG08,Saint Philip,sample_0200,965.81,967.96,2.15,0.22
